Vintage,Country,Designation,Points,Price,Province,Winery
2014,France,Domaine du Pavillon Clos des Maréchaudes,94,150 ,Northeastern France ,Albert Bichot
2014,France,Bataillière Premier Cru,91,60 ,Northeastern France ,Albert Morot
2014,France,Cuvée Eric,94,55 ,Northeastern France ,Domaines Schlumberger
2014,France,Mont Avril,86,22 ,Northeastern France ,Domaine Michel Goubard
2014,Italy,La Meirana del Comune di Gavi,85,15 ,Northwestern Italy,Broglia
2014,Italy,Gallina,90,48 ,Northwestern Italy,Negro Giuseppe
2014,France,Montmains Premier Cru,93,35 ,Northeastern France ,La Chablisienne
2014,France,Altenberg de Bergheim Grand Cru,92,45 ,Northeastern France ,Biecher & Schaal
2014,France,Tradition,89,29 ,Northeastern France ,Domaine Pfister
2014,France,Vignes de 1940,90,17 ,Central France ,Domaine Dupré
2014,France,Portrait,88,15 ,Northeastern France ,Domaine Zinck
2014,France,Tradition,88,16 ,Southern France,Château Eugénie
2014,Italy,Sassella,88,35 ,Northwestern Italy,Mamete Prevostini
2014,France,K Libre 1040,88,27 ,Southern France,Clos Troteligotte
2014,Italy,Mock,89,25 ,Northeastern Italy,Cantina Produttori Bolzano
2014,France,La Chapelle,92,25 ,Southern France,Château Lafaurie Peyraguey
2014,Italy,Zero Nove,88,20 ,Northeastern Italy,Valdellövo
2014,Italy,Deliella,92,90 ,Southern Italy,Feudo Principi di Butera
2014,France,Vieilles Vignes,87,22 ,Central France ,Les Frères Perroud
2014,France,Grand Réserve,87,15 ,Southern France,Château Haut Mouleyre
2014,France,Origine,88,30 ,Northwestern France ,Domaine Matthias et Emile Roblin
2014,France,Vieilles Vignes,90,32 ,Northeastern France ,Jean Baptiste Adam
2014,France,Paquet Mathieu,87,26 ,Northeastern France ,Domaine des Valanges
2014,France,Le Renard,85,25 ,Northeastern France ,Domaines Devillard
2014,France,Espérance,90,22 ,Southern France,Château l Espérance
2014,France,Domaine des Hospices de Belleville,91,22 ,Central France ,Joseph Drouhin
2014,France,Haut de Brun,90,15 ,Central France ,Alain Jaume et Fils
2014,France,Special Delivery,87,17 ,Northeastern France ,Frédéric Mallo
2014,Italy,Voltaccia 49,85,25 ,Central Italy,Poggio al Chiuso
2014,France,Charmes Premier Cru,93,113 ,Northeastern France ,Olivier Leflaive
2014,Italy,Colbello Extra Dry,88,26 ,Northeastern Italy,Merotto
2014,Italy,Anna,88,25 ,Northeastern Italy,Tiefenbrunner
2014,Italy,Porer,89,25 ,Northeastern Italy,Alois Lageder
2014,France,Intense,88,13 ,Southern France,Château Lamothe Vincent
2014,Italy,Jorio,86,18 ,Central Italy,Umani Ronchi
2014,Italy,Lorlando,87,30 ,Southern Italy,Alliata
2014,Italy,Poggio Verde,87,17 ,Central Italy,Principe Pallavicini
2014,France,4 Cépages,86,12 ,Southern France,Domaine du Rey
2014,France,Rangen Grand Cru,93,45 ,Northeastern France ,Wolfberger
2014,France,Cuvée René Dopff,86,13 ,Northeastern France ,Dopff & Irion
2014,France,Les Crots Premier Cru,91,70 ,Northeastern France ,Domaine Chevillon Chezeaux
2014,France,Anciennes Vignes,88,26 ,Northwestern France ,Patient Cottat
2014,Italy,Brut Nature,89,25 ,Northeastern Italy,Silvano Follador
2014,France,Vieilles Vignes de 1903,92,30 ,Central France ,Yohan Lardy
2014,Italy,Pariglia,90,13 ,Southern Italy,Contini
2014,France,La Dilecta,88,20 ,Northwestern France ,Les Vignerons des Coteaux Romanais
2014,France,GM par Gabriel Meffre,85,17 ,Southern France,Gabriel Meffre
2014,France,Château de Chamirey Clos l EvÃªque Premier Cru,92,50 ,Northeastern France ,Domaines Devillard
2014,Italy,Starderi,90,70 ,Northwestern Italy,Olek Bondonio
2014,France,Corty Artisan Silex,89,25 ,Northwestern France ,Patrice Moreux
2014,France,Cuvée Laurence H.,87,15 ,Southern France,Château du Bois Chantant
2014,France,En Sazenay Premier Cru,93,45 ,Northeastern France ,Domaine de Suremain
2014,Italy,Torre di Luna,83,12 ,Northeastern Italy,Lechthaler
2014,France,Burlenberg,93,36 ,Northeastern France ,Domaine Marcel Deiss
2014,France,Sécret de Léoube,88,27 ,Southern France,Château Léoube
2014,France,Val Saint Gregoire,88,16 ,Northeastern France ,Henri Schoenheitz
2014,Italy,I Massi,85,23 ,Central Italy,Massi di Mandorlaia
2014,France,Les Vignes Silex,90,16 ,Northwestern France ,Domaine Reverdy Ducroux
2014,France,Domaine des Granges,89,22 ,Northeastern France ,Jean Paul Paquet
2014,France,No. 3 Colombard Ugni Blanc,86,11 ,Southern France,Domaine Uby
2014,France,Les Quartiers de Nuits,93,115 ,Northeastern France ,Domaine de Bellene
2014,France,Les Herses,93,57 ,Northwestern France ,Alphonse Mellot
2014,France,Réserve,90,14 ,Northeastern France ,Willm
2014,France,Spiegel Grand Cru,94,30 ,Northeastern France ,Domaines Schlumberger
2014,Italy,Karneid,89,22 ,Northeastern Italy,Franz Gojer Glögglhof
2014,Italy,Rabajà,89,75 ,Northwestern Italy,Cascina Luisin
2014,Italy,Superiore,90,22 ,Southern Italy,Jankara
2014,France,Le Clos,85,24 ,Central France ,Château de Lavernette
2014,France,Les Bressandes Premier Cru,93,61 ,Northeastern France ,Domaine des Croix
2014,Italy,Millesimato,90,20 ,Northeastern Italy,Terre di San Venanzio Fortunato
2014,France,Symphonie,92,29 ,Southern France,Clos Haut Peyraguey
2014,Italy,Nativo,87,16 ,Central Italy,Madonna Alta
2014,Italy,Where Dreams Have No End,88,69 ,Northeastern Italy,Jermann
2014,France,Herrenweg,89,23 ,Northeastern France ,Domaine Ehrhart
2014,France,Les Damodes Premier Cru,90,105 ,Northeastern France ,Louis Latour
2014,France,Les Gatilles,86,22 ,Central France ,Château de Javernand
2014,France,Wineck Schlossberg Grand Cru,92,34 ,Northeastern France ,Jean Marc Bernhard
2014,France,Charmes Premier Cru,91,70 ,Northeastern France ,Domaine Jean Monnier et Fils
2014,France,Le Montrachet,96,630 ,Northeastern France ,Louis Latour
2014,France,Le Clarence de Haut Brion,92,156 ,Southern France,Château Haut Brion
2014,France,Perle de Granit,89,15 ,Central France ,Domaine de Colonat
2014,France,Château des Capitans,88,22 ,Central France ,Georges Duboeuf
2014,France,Geisberg Grand Cru,91,90 ,Northeastern France ,André Kientzler
2014,France,Les Milets,85,20 ,Northwestern France ,Joseph Mellot
2014,France,Bonheur Convivial,88,20 ,Northeastern France ,Domaine Rieflé Landmann
2014,France,Bélingard Rouge,85,10 ,Southern France,Château Bélingard
2014,France,Domaine Curot,86,28 ,Northwestern France ,Eric Louis
2014,France,Les Trois Versants Vieilles Vignes Sur Lie,90,15 ,Northwestern France ,Domaine Martin
2014,France,Les Angelots,92,40 ,Northwestern France ,Domaine Masson Blondelet
2014,France,H Vieilles Vignes,90,45 ,Northeastern France ,Josmeyer
2014,France,Viviens,93,40 ,Southern France,Château Durfort Vivens
2014,Italy,Plattenriegl,89,23 ,Northeastern Italy,Girlan
2014,Italy,Moriz,87,20 ,Northeastern Italy,Tramin
2014,France,Arbo Malbec,88,22 ,Southern France,Vignobles Arbo
2014,France,Domaine des Perdrix Aux Perdrix Premier Cru,94,100 ,Northeastern France ,Domaines Devillard
2014,France,Les Grands Gâts Sur Lie,91,10 ,Northwestern France ,Chateau de l Oiselinière
2014,France,Domaine des Perdrix Les Terres Blanches Premier Cru,93,100 ,Northeastern France ,Domaines Devillard
2014,France,Schlossberg Grand Cru,94,44 ,Northeastern France ,Domaine Bott Geyl
2014,France,Corail,91,16 ,Southern France,Château de Roquefort
2014,Italy,Plotzner,87,20 ,Northeastern Italy,St. Pauls
2014,France,Hatschbourg Grand Cru,90,30 ,Northeastern France ,Joseph Cattin
2014,France,Le Rosé de Julie,87,25 ,Southern France,Château Lagrézette
2014,France,Cour de Rohan,85,11 ,Northwestern France ,Alliance Loire
2014,France,Les L O,94,35 ,Northwestern France ,Michel Vattan
2014,France,Les Bousselots Premier Cru,92,70 ,Northeastern France ,Domaine Chevillon Chezeaux
2014,France,Cuvée Pierre Etienne,93,90 ,Northwestern France ,Joseph Mellot
2014,France,Fut de ChÃªne,90,40 ,Southern France,Château Cailleteau Bergeron
2014,Italy,Rio Sordo,88,38 ,Northwestern Italy,Musso
2014,Italy,Giustino B. Extra Dry,91,32 ,Northeastern Italy,Ruggeri & C.
2014,France,Grand Cru,94,65 ,Northwestern France ,Domaine du Petit Métris
2014,France,Château de Grézels Prestige,90,21 ,Southern France,Château Saint Didier Parnac
2014,Italy,Herzu,91,30 ,Northwestern Italy,Germano Ettore
2014,France,Tradition,87,17 ,Southern France,Château de Gaudou
2014,France,Cuvée Mégane,90,30 ,Northeastern France ,Domaine G. Metz
2014,France,Saint Sidoine,88,13 ,Southern France,Cellier Saint Sidoine
2014,France,Albatros,85,12 ,Southern France,Pelvillain Frères
2014,Italy,Weisshaus,87,23 ,Northeastern Italy,Colterenzio
2014,France,L Esprit de Southern France ,91,20 ,Southern France,Domaine du Grand Cros
2014,France,Les Pierrets,91,47 ,Northeastern France ,Josmeyer
2014,France,Signature,90,15 ,Northeastern France ,René Muré
2014,France,Bougros Grand Cru,93,65 ,Northeastern France ,Domaine Chenevières
2014,Italy,Söll,89,25 ,Northeastern Italy,Caldaro
2014,France,Collection Tiserny,85,21 ,Northeastern France ,L. Tramier & Fils
2014,Italy,Le Creete,91,25 ,Northwestern Italy,Ottella
2014,France,Tradition,88,26 ,Northeastern France ,Vieil Armand
2014,France,Clos Saint Jacques Premier Cru,94,206 ,Northeastern France ,Louis Jadot
2014,France,Côte du Py,90,22 ,Central France ,Georges Duboeuf
2014,France,Orthogneiss,92,20 ,Northwestern France ,Domaine de l Ecu
2014,France,Champans Premier Cru,93,106 ,Northeastern France ,Domaine Henri Delagrange
2014,France,Closerie des Alisiers Les Champs Rémy,92,52 ,Northeastern France ,Maison Stéphane Brocard
2014,France,Château Arnaucosse,88,15 ,Southern France,Les Vignerons Réunis de Monségur
2014,Italy,Gfill,88,22 ,Northeastern Italy,St. Pauls
2014,France,Elegance,91,30 ,Southern France,Château Haut Bertinerie
2014,France,Impatience,87,20 ,Southern France,Château de Berne
2014,France,Médeville Collection,90,42 ,Southern France,Château Fayau
2014,France,Patiemment,90,23 ,Southern France,Château Ponzac
2014,Italy,Le Formelle,85,18 ,Southern Italy,Caparra & Siciliani
2014,France,Instinct,90,45 ,Southern France,Château Espérance
2014,France,La Comtesse,91,35 ,Northwestern France ,Domaine Laporte
2014,Italy,Casa al Piano,88,25 ,Central Italy,Tringali Casanuova
2014,France,Domaine des Côtes Blanches,88,27 ,Northwestern France ,François Millet
2014,France,Gneiss,91,20 ,Northwestern France ,Domaine de l Ecu
2014,France,Brumont,87,10 ,Southern France,Alain Brumont
2014,France,Les ChÃªnes,92,28 ,Central France ,Lucien Lardy
2014,France,Château Saint Hippolyte,87,14 ,Southern France,Ravoire et Fils
2014,France,Le Chenin Blanc,88,36 ,Northeastern France ,Nicolas Maillet
2014,France,Beaucharme,86,60 ,Northeastern France ,Louis Max
2014,Italy,Lahn,88,24 ,Northeastern Italy,Cantina Produttori San Michele Appiano
2014,France,Santenots Premier Cru,94,145 ,Northeastern France ,Domaine Henri Delagrange
2014,Italy,Federico II A.D. 1194,88,18 ,Central Italy,Montecappone
2014,Italy,Villa Bucci Riserva,93,57 ,Central Italy,Bucci
2014,France,Le Domaine,91,27 ,Northwestern France ,Saget la Perrière
2014,Italy,Macrina,87,15 ,Central Italy,Garofoli
2014,France,Manon,84,15 ,Southern France,Ravoire et Fils
2014,France,Coeur de Presse,88,15 ,Central France ,Georges Duboeuf
2014,France,Cuvée Compostelle,89,45 ,Southern France,Château Côte Montpezat
2014,France,Domaine des Brosses,88,30 ,Northwestern France ,Alain Girard et Fils
2014,France,Chatons du Cèdre,87,13 ,Southern France,Château du Cèdre
2014,France,La Vigne au Saint,95,143 ,Northeastern France ,Domaine des Croix
2014,Italy,Passion Riserva,90,45 ,Northeastern Italy,St. Pauls
2014,France,Florès,87,42 ,Northwestern France ,Domaine Vincent Pinard
2014,France,Château de Haute Serre Cuvée Géron Dadine de Haute Serre,94,49 ,Southern France,Georges Vigouroux
2014,France,Domaine Le Pive Gris,87,16 ,Southern France,Vignobles Jeanjean
2014,France,Vieilles Vignes,90,22 ,Northeastern France ,Domaine Schoffit
2014,France,Quintessence,90,38 ,Northeastern France ,Domaine Charles Frey
2014,France,Cuvée Izzy,86,13 ,Southern France,Château Petit Freylon
2014,Italy,Carlin,85,20 ,Northwestern Italy,Gilberto Boniperti
2014,France,Brut Rosé,87,19 ,Southern France,Calvet
2014,Italy,Feldmarschall von Fenner,93,40 ,Northeastern Italy,Tiefenbrunner
2014,Italy,Serra Lori,89,16 ,Southern Italy,Argiolas
2014,France,Les PorÃªts Premier Cru,91,80 ,Northeastern France ,Domaine Chevillon Chezeaux
2014,France,No. 4 Gros & Petit Manseng,87,11 ,Southern France,Domaine Uby
2014,Italy,Nesun Dorma,86,16 ,Central Italy,Maestro Sanguineti
2014,France,L Angelot,91,25 ,Southern France,Château Tour Bayard
2014,France,Château de Chamirey Clos du Roi Premier Cru,90,50 ,Northeastern France ,Domaines Devillard
2014,Italy,Anger,89,22 ,Northeastern Italy,Cantina Produttori San Michele Appiano
2014,France,Les Vaucrains Premier Cru,93,100 ,Northeastern France ,Nicolas Potel
2014,Italy,Alfio Moriconi Selection,88,18 ,Northeastern Italy,Kupel Wieser
2014,France,One,87,13 ,Northeastern France ,Pierre Sparr
2014,France,Domaine du Pavillon Les Rugiens Premier Cru,92,130 ,Northeastern France ,Albert Bichot
2014,France,La Maltroie Premier Cru,93,100 ,Northeastern France ,Château de Santenay
2014,France,Réserve,89,19 ,Northeastern France ,Dopff Au Moulin
2014,France,Coulée des Moulins,88,25 ,Northwestern France ,Florian Roblin
2014,France,Etienne Henri,94,65 ,Northwestern France ,Henri Bourgeois
2014,France,Silbergerb,91,39 ,Northeastern France ,Domaine Pfister
2014,France,Légende,92,30 ,Southern France,Estandon
2014,France,Tot Cò Que Cal,88,25 ,Southern France,Château Plaisance
2014,Italy,Montefoscarino,86,13 ,Northeastern Italy,Santa Sofia
2014,France,Vieilles Vignes,87,35 ,Northeastern France ,Derey Frères
2014,France,Cuvée René Dopff,89,21 ,Northeastern France ,Dopff & Irion
2014,France,La Madone Vieilles Vignes,90,25 ,Central France ,Domaine Chaintreuil
2014,France,Saering Grand Cru,96,29 ,Northeastern France ,Domaines Schlumberger
2014,France,Quest by Cauhapé,91,25 ,Southern France,Domaine Cauhapé
2014,France,Château de la Ragotière Vallet,89,26 ,Northwestern France ,Les Frères Couillaud
2014,France,Le Rabault,85,30 ,Northwestern France ,Joseph Mellot
2014,Italy,Orion,85,10 ,Southern Italy,Vigneti Zanatta
2014,France,Vaucoupin Premier Cru,93,39 ,Northeastern France ,Domaine Ellevin
2014,Italy,Vallegrande,90,45 ,Northwestern Italy,Ca  del Baio
2014,France,Fronholz,93,57 ,Northeastern France ,Domaine Ostertag
2014,France,L Instant,90,18 ,Southern France,Château Barbanau
2014,France,La Vallée des Vignes,85,20 ,Northwestern France ,Eric Cottat
2014,Italy,Erse Bianco,88,25 ,Southern Italy,Tenuta di Fessina
2014,France,Grand Cru Pfingstberg Paradis,89,36 ,Northeastern France ,Domaine François Schmitt
2014,France,Château Gabriel,87,22 ,Southern France,Les Maîtres Vignerons de la Presqu île de Saint Tropez
2014,France,Divin de Corbin,90,35 ,Southern France,Château Corbin
2014,France,Bélingard,85,12 ,Southern France,Château Bélingard
2014,Italy,La Casa in Collina,87,40 ,Northwestern Italy,Vite Colte
2014,France,Rosenberg,94,28 ,Northeastern France ,Domaine Barmès Buecher
2014,France,Enclos de Viaud,87,37 ,Southern France,Vignobles K
2014,France,Grand Cras Vieilles Vignes,92,25 ,Central France ,Laurent Gauthier
2014,France,Mauvais Garçon,89,20 ,Southern France,Etablissements Thunevin
2014,Italy,LeccioMoro,86,21 ,Central Italy,Fattoria La Vialla
2014,France,Les Bernadats,89,25 ,Northwestern France ,Domaine Cédrick Bardin
2014,France,Vintage,84,17 ,Central France ,Laurent Gauthier
2014,France,Vérité du Terroir,87,17 ,Southern France,Château la Gordonne
2014,France,Domaine de la Perrière,88,26 ,Northwestern France ,Saget la Perrière
2014,France,Portrait,89,17 ,Northeastern France ,Domaine Zinck
2014,France,Le Griottier,90,22 ,Central France ,Domaine Franck Besson
2014,Italy,Giustino B. Extra Dry,91,32 ,Northeastern Italy,Ruggeri & C.
2014,France,Wiebelsberg Grand Cru,94,42 ,Northeastern France ,Boeckel
2014,France,Cuvée Romanus,88,19 ,Northeastern France ,Lucien Albrecht
2014,Italy,15,85,17 ,Northeastern Italy,Castelfeder
2014,France,Kirchberg Grand Cru,91,33 ,Northeastern France ,Kuentz Bas
2014,Italy,Valeirano,89,130 ,Northwestern Italy,La Spinetta
2014,France,Tradition,85,18 ,Southern France,Domaine Damiens
2014,Italy,Vigne,90,24 ,Northeastern Italy,Zuani
2014,France,Badine de la Patache,93,55 ,Southern France,Vignobles K
2014,Italy,Tenuta Sant Elena,88,23 ,Northeastern Italy,Fantinel
2014,Italy,Alfio Moriconi Selection,87,16 ,Northeastern Italy,Kupel Wieser
2014,France,Les Cent Vignes Premier Cru,94,52 ,Northeastern France ,Seguin Manuel
2014,Italy,Il Selciato,85,20 ,Central Italy,Bonacchi
2014,France,Grande Réserve,87,18 ,Southern France,Château Labatut
2014,Italy,Bricco del Perg,88,25 ,Northwestern Italy,Poderi dei Bricchi Astigiani
2014,Italy,Rive di Collalto Brut,88,20 ,Northeastern Italy,Borgoluce
2014,France,Prestige,89,15 ,Northeastern France ,Cave de Cleebourg
2014,France,La Girafe Verte,86,16 ,Southern France,Château Barbanau
2014,France,Domaine des Versauds,90,17 ,Central France ,Georges Duboeuf
2014,France,Tradition,88,25 ,Southern France,Domaine de Valdition
2014,France,Augey,85,10 ,Southern France,Cave de Rauzan
2014,France,Champ Gibault,87,28 ,Northwestern France ,Florian Roblin
2014,France,Haut de Brun,90,15 ,Central France ,Alain Jaume et Fils
2014,France,Les Deux Cailloux,89,27 ,Northwestern France ,Fournier Père et Fils
2014,France,Les Vaillons Premier Cru,93,46 ,Northeastern France ,Domaine Billaud Simon
2014,Italy,San Jacopo,86,15 ,Central Italy,Castello Vicchiomaggio
2014,France,Délice du Prieuré,88,27 ,Southern France,Château le Prieuré
2014,France,Cuvée St Georges,85,15 ,Northwestern France ,Antoine Simoneau
2014,France,Le Roi Pépin,84,18 ,Southern France,Les Vignerons Réunis de Monségur
2014,France,Cuvée Prestige,90,40 ,Southern France,Chateau Haut Rian
2014,France,Cuvée Jeanne,88,15 ,Southern France,Château Castel des Maures
2014,Italy,Rosé,86,20 ,Northeastern Italy,Casata Monfort
2014,Italy,Memorino,90,32 ,Central Italy,I Giusti e Zanza
2014,France,Essentielle,88,12 ,Northwestern France ,Domaine des Tilleuls
2014,Italy,Eichorn,87,30 ,Northeastern Italy,Manincor
2014,Italy,Isolanuda Bianco,92,29 ,Southern Italy,Destro
2014,France,Les Comtesses,88,30 ,Northwestern France ,Domaine Paul Thomas
2014,Italy,Contrada Monte San Nicolò,95,30 ,Southern Italy,Biondi
2014,France,Premium,90,20 ,Southern France,Château Donjon de Bruignac
2014,France,Tradition,88,19 ,Northeastern France ,Kuentz Bas
2014,France,Les Dames Huguettes Vieilles Vignes,88,37 ,Northeastern France ,Jean Luc and Paul Aegerter
2014,France,Aux Combottes Premier Cru,94,115 ,Northeastern France ,Nicolas Potel
2014,France,4 Cépages,86,12 ,Southern France,Domaine du Rey
2014,France,Côté,88,16 ,Southern France,Domaine du Tariquet
2014,France,Rose et Or,92,45 ,Southern France,Château Minuty
2014,France,Tradition,86,18 ,Northeastern France ,Domaine Moltès
2014,France,Sec,88,17 ,Northwestern France ,Château Moncontour
2014,Italy,Tre Venti Rive di Ogliano Brut,88,25 ,Northeastern Italy,Zardetto
2014,France,Hengst Grand Cru,94,48 ,Northeastern France ,Domaine Barmès Buecher
2014,France,Les Michelons,87,25 ,Central France ,Yohan Lardy
2014,France,Réserve Grand Veneur,87,15 ,Central France ,Alain Jaume et Fils
2014,France,La Sereine,89,24 ,Northeastern France ,La Chablisienne
2014,France,Sixième Géneration,90,15 ,Southern France,Château de Cranne
2014,Italy,Poggio Stella,87,17 ,Central Italy,Vecchia Cantina di Montepulciano
2014,France,Angelliaume Domaine des Falaises,85,20 ,Northwestern France ,Nicolas Idiart
2014,France,Les Duchesses,88,28 ,Northwestern France ,Domaine Laporte
2014,France,Beau Roy,86,15 ,Northwestern France ,Domaine Reverdy Ducroux
2014,France,Grande Réserve,87,17 ,Southern France,Château le Breton
2014,France,Tradition,88,25 ,Northeastern France ,Emile Beyer
2014,France,Cuvée du Commandeur,86,24 ,Northeastern France ,Robert Karcher et Fils
2014,France,Le Rosé de Floridène,83,15 ,Southern France,Clos Floridène
2014,France,Petit Gris,85,20 ,Northwestern France ,Domaine Dyckerhoff
2014,France,Les Michelons,87,25 ,Central France ,Yohan Lardy
2014,Italy,Molino del Piano,86,26 ,Central Italy,Bonacchi
2014,France,Arbaude,87,15 ,Southern France,Mas de Cadenet
2014,France,Pierre & Paul,88,10 ,Southern France,Domaines Pierre Chavin
2014,France,Réserve,89,14 ,Northeastern France ,Lucien Albrecht
2014,Italy,Bocciolo,84,17 ,Northwestern Italy,Ca  Nova
2014,Italy,Le Muccie,86,13 ,Northwestern Italy,Ca  de Lion Ghione
2014,France,Steinert Grand Cru,89,32 ,Northeastern France ,Domaine Rieflé Landmann
2015,France,Nobles Rives,88,12 ,Central France ,Cave de Tain
2015,France,On l appelle,87,15 ,Southern France,Château Coutinel
2015,France,Collection,84,22 ,Central France ,L. Tramier & Fils
2015,France,Furstentum Grand Cru,92,27 ,Northeastern France ,Joseph Fritsch
2015,France,Collection,89,20 ,Northeastern France ,Cave de Ribeauvillé
2015,France,Château de Beauregard Ducourt,88,12 ,Southern France,VIgnobles Ducourt
2015,France,La Fleur Lily Semi Dry,85,12 ,Southern France,Domaine de Grange Neuve
2015,France,Les Demoiselles,88,25 ,Northwestern France ,Domaine Benoît & Mathieu Fleuriet
2015,France,L Original,92,80 ,Northwestern France ,Joseph Mellot
2015,France,Les Gourmands Rouge,87,19 ,Southern France,L Enclos des Braves
2015,France,Château de Chamirey Les Cinq Premier Cru,94,90 ,Northeastern France ,Domaines Devillard
2015,Italy,Taburno,92,22 ,Southern Italy,Fattoria La Rivolta
2015,France,Cedrus le Blanc,85,10 ,Southern France,Château du Cèdre
2015,France,Jovly,83,14 ,Northwestern France ,Caves du Val de Loire
2015,France,Les Clans,92,65 ,Southern France,Château d Esclans
2015,France,Rosé,89,25 ,Northeastern France ,Domaine Specht
2015,Italy,Costamolino,89,15 ,Southern Italy,Argiolas
2015,Italy,Passion,89,42 ,Northeastern Italy,St. Pauls
2015,France,Une Pointe d Authenticité,90,25 ,Northwestern France ,Domaine du Coudray
2015,France,Aux Cras Premier Cru,93,50 ,Northeastern France ,Maison Champy
2015,Italy,Maremmino,88,13 ,Central Italy,Rascioni e Cecconello
2015,France,Château Lalande Bellevue,88,16 ,Southern France,Vignerons de Tutiac
2015,Italy,Rive Alte,91,32 ,Northeastern Italy,Borgo San Daniele
2015,France,Pure,88,24 ,Southern France,Mirabeau
2015,France,Alain de la Treille,86,19 ,Northwestern France ,Bougrier
2015,France,Tradition,90,19 ,Northeastern France ,Kuentz Bas
2015,France,L Instant,87,18 ,Southern France,Château Barbanau
2015,France,Nuit Blanche en Southern France ,87,18 ,Southern France,Famille Negrel
2015,France,Florilège,88,25 ,Northwestern France ,Romain Reverdy
2015,France,Colette,87,17 ,Southern France,La Belle Collection
2015,France,Rosé de Chevalier,88,16 ,Southern France,Domaine de Chevalier
2015,France,Dédicace,85,18 ,Southern France,Château Rives Blanques
2015,Italy,Bianco,85,10 ,Northeastern Italy,Amatore
2015,France,Bouquet de Printemps,90,15 ,Northeastern France ,Jean Marc Bernhard
2015,Italy,Vigna dell Ulivo,89,15 ,Central Italy,Fattoria Paradiso
2015,France,Grande Réserve,87,18 ,Southern France,Château Labatut
2015,Italy,Castelvero Albera,86,13 ,Northwestern Italy,Araldica
2015,France,Domaine de Terres Blanches Bellechaume,91,55 ,Northwestern France ,Saget la Perrière
2015,France,Cuvée Les Tourelles,84,20 ,Southern France,Château Roc de Minvielle
2015,France,8 Generation,88,42 ,Southern France,Médeville Collection
2015,France,Porusot Premier Cru,93,99 ,Northeastern France ,Domaine Buisson Battault
2015,France,Réserve,89,14 ,Northeastern France ,Willm
2015,Italy,Gocce di Luce,87,13 ,Southern Italy,Principe di Corleone
2015,France,Vieilles Vignes,92,25 ,Central France ,Domaine des Chers
2015,France,Domaine la Rabiotte,90,15 ,Southern France,Ravoire et Fils
2015,Italy,Ciàfu,87,10 ,Southern Italy,Marilena Barbera
2015,France,Côte du Py,94,25 ,Central France ,Domaines Dominique Piron
2015,France,Domaine du Père Hugues Plan de Dieu,89,15 ,Central France ,Louis Bernard
2015,France,Clos du Clos Genet,88,32 ,Northeastern France ,Domaine Jessiaume
2015,France,Clos Mathis,94,47 ,Northeastern France ,Domaine Ostertag
2015,France,Aujourd hui Comme Autrefois Non Filtré,88,25 ,Northwestern France ,Hubert Brochard
2015,France,Château l Escadre,90,15 ,Southern France,Vignobles Carreau Selection
2015,France,Les Vignes de Saint Laurent l Abbaye,92,22 ,Northwestern France ,Domaine Chatelain
2015,France,Cuvée G,90,21 ,Southern France,Les Vignobles Gueissard
2015,Italy,Kristallberg,92,26 ,Northeastern Italy,Elena Walch
2015,Italy,ArlÃ¹s,89,15 ,Central Italy,Trerè
2015,France,Les Fèves Premier Cru,94,93 ,Northeastern France ,Chanson Père et Fils
2015,Italy,Alba della Torre Secco,87,25 ,Central Italy,La Sabbiona
2015,Italy,Vigorosa Rosato,88,28 ,Southern Italy,Fattorie Romeo del Castello
2015,Italy,Roncathe,88,12 ,Northeastern Italy,Corte Moschina
2015,France,Ehrhart Hengst Grand Cru,94,32 ,Northeastern France ,Domaine Saint Rémy
2015,France,Rose et Or,93,40 ,Southern France,Château Minuty
2015,France,Castillo,87,23 ,Southern France,Château Carpe Diem
2015,France,Les Vendanges,88,35 ,Southern France,Domaine les Carmels
2015,France,Goldert Grand Cru,95,26 ,Northeastern France ,Domaine Zind Humbrecht
2015,France,Moulin des Costes,90,20 ,Southern France,Domaines Bunan
2015,Italy,Grappoli,85,24 ,Northeastern Italy,Ascevi Luwa
2015,France,Climat le Tracot,88,13 ,Central France ,Domaine Dubost
2015,France,Domaine du Paradis,88,22 ,Central France ,Georges Duboeuf
2015,France,Mambourg Grand Cru,92,46 ,Northeastern France ,Pierre Sparr
2015,France,Perle du Rosé,86,20 ,Southern France,Château Réal Martin
2015,France,Lavandelle,85,13 ,Southern France,Domaines Pierre Chavin
2015,France,Merlot Cabernet Sauvignon,86,10 ,Southern France,Domaine de Ménard
2015,Italy,Eruzione 1614,92,32 ,Southern Italy,Planeta
2015,France,Blandine le Blanc,87,11 ,Southern France,Château du Cèdre
2015,France,Northwestern France ,86,26 ,Northwestern France ,Sauvion
2015,France,Aux Insarts,92,30 ,Northeastern France ,Domaine Pascal et Mireille Renaud
2015,France,Clos Reyssie,88,42 ,Northeastern France ,Georges Duboeuf
2015,Italy,Villagrande Bianco,87,23 ,Southern Italy,Barone di Villagrande
2015,France,Fantaisie,87,18 ,Southern France,Château de Jurque
2015,France,Ammonites,92,40 ,Northwestern France ,Domaine Matthias et Emile Roblin
2015,France,L Aurore des Côtes,92,22 ,Central France ,Fabien Collonge
2015,Italy,Costalunga,87,18 ,Northwestern Italy,Bersano
2015,France,Lieu Dit Harth   Cuvée Carolin,91,24 ,Northeastern France ,Domaine Schoffit
